corpus,sample,dataset,token,before,word,after
PENN,stat-1550-e1-p2,ness,highness, in the time of the Quenes ,Highnes, most noble Progenitoures 
PENN,stat-1550-e1-p2,ness,highness,"erof , It may please yo=r= ",Highnes, that it may be enacted an
PENN,stat-1550-e1-p2,ness,highness,mmon wealthe of this yo=r= ,Highnes, Realme and yo=r= faithefu
PENN,stat-1500-e1-h,ness,highness,n the s~vice of the Kyng~ ,Highnesse, be not sufficient for th
PENN,stat-1530-e1-p1,ness,highness,erie othe that the Kinges ,Highnesse, the Lordes spirytualle &
PENN,stat-1530-e1-p1,ness,idleness,eid loytering wandering in ,idelnes, or vacabundcie $shall $be
PENN,stat-1530-e1-p1,ness,idleness,f fyve yeres in begging or ,idelnes," , and to appoynte them to"
PENN,stat-1530-e1-p1,ness,idleness,ped for his vacabundcy and ,idelnes, should deperte frome the 
PENN,stat-1530-e1-p1,ness,idleness,and taken of suspicions of ,idelnes, in any privie serches afo
PENN,stat-1530-e1-p1,ness,idleness,nombres by the occasyon of ,ydelnes," , mother & rote of all vy"
PENN,stat-1500-e1-h,ness,idleness,"hattes , and to the great ",Idelnesse, enpov~ysshyng and utter 
PENN,stat-1500-e1-h,ness,idleness,asyon wherof they fall to ,Idelnesse, & other inco~venie~t~ to
PENN,stat-1500-e1-h,ness,idleness, occupacion daily fall in ,Idilnesse, and pov~tye : STAT-1500-
PENN,stat-1560-e1-p2,ness,neediness,"~ishe , shall consider the ",nedines, of thinhabitantes of thot
PENN,stat-1500-e1-h,ness,sickness,e~t~ to beggyn~ & manyfold ,syknes, to the great impov~ysshmen
PENN,stat-1530-e1-p1,ness,sickness,th any notable dissease or ,syknes," , and beyng under the age "
PENN,stat-1560-e1-p2,ness,sickness,sons for Age Impotencye or ,Sicknes," , in their Consciences an"
PENN,stat-1530-e1-p1,ness,witness, ageyne them by suffycyent ,wytnes," , $than the sayde Justices"
PENN,stat-1550-e1-p2,ness,witness,aynt and due proffe had by ,witnes," or otherwise , be ymprison"
PENN,stat-1590-e2-h,ness,bigness,l use any div~sitie in the ,bignes, or goodnes of his yearne i
PENN,stat-1600-e2-p2,ness,drunkenness,s and loathsome synne of ,Drunkennes," , that then every p~son "
PENN,stat-1600-e2-p2,ness,drunkenness,f excessive Drinking and ,Drunkennes, doth more and more aboun
PENN,stat-1600-e2-h,ness,drunkenness,the tyme of theire rage ,drunkennesse," hidden dislpeasure , or"
PENN,stat-1620-e2-p2,ness,drunkenness, and loathsome sinne of ,drunkennesse," , as if he or they had "
PENN,stat-1590-e2-h,ness,goodness, thend that the weight and ,goodnes, of all the saide Kersies 
PENN,stat-1590-e2-h,ness,goodness,div~sitie in the bignes or ,goodnes, of his yearne in any part
PENN,stat-1590-e2-h,ness,goodness, were in Lengh~e Weight or ,Goodnes," , according to the rate a"
PENN,stat-1570-e2-p2,ness,happiness,n whom consisteth all the ,Happines, and Comforte of the whole
PENN,stat-1570-e2-p1,ness,highness,n Garde or Custodye by her ,Highnes," especyall Co~maundement ,"
PENN,stat-1570-e2-p2,ness,highness,d affyrme that the Queenes ,Highnes," that nowe is , is an Heri"
PENN,stat-1580-e2-p2,ness,highness,ie established within her ,Highenes," Domynions , to the Romysh"
PENN,stat-1580-e2-p2,ness,highness, the Relygeon nowe by her ,Highenes, aucthoritie established w
PENN,stat-1580-e2-p2,ness,highness,"ject~ , or any within her ",Highenes," Realmes and Dominions , f"
PENN,stat-1580-e2-p2,ness,highness,98.25 And also the Queenes ,Highnes, is contented that it be e
PENN,stat-1580-e2-p2,ness,highness,"2,4,699.26 And the Queenes ",Highnes, of her bounteous liberali
PENN,stat-1580-e2-p2,ness,highness,"y of January , against her ",Highnes, her Crowne Dignity Prerog
PENN,stat-1580-e2-p2,ness,highness,all maner of Courts of her ,Highnes, and else where most benef
PENN,stat-1580-e2-p2,ness,highness,er or Clarke of any of her ,Highnes, Courts commonly called th
PENN,stat-1580-e2-p2,ness,highness,Clarke of any other of her ,Highnes, Courts within this Realme
PENN,stat-1580-e2-p2,ness,highness, person or persons for her ,Highnes, or any of her Heires or S
PENN,stat-1580-e2-p2,ness,highness,"m forfeited , which to her ",Highnes, do or should belong or ap
PENN,stat-1590-e2-h,ness,highness, shewen and beseechen your ,Highnes, your true and faithfull S
PENN,stat-1590-e2-h,ness,highness,of div~se Justices in your ,Highnes," saide Countie of Devon , "
PENN,stat-1590-e2-h,ness,highness,"Hollande , It pleased your ",Highnes," , with thadvise of your m"
PENN,stat-1590-e2-h,ness,highness," Privie Counsell , by your ",Highnes," P~clamac~on , for the Ref"
PENN,stat-1590-e2-h,ness,highness,owen and testified to your ,Highnes, saide Privie Counsell bef
PENN,stat-1590-e2-h,ness,highness,shalbe} to the use of your ,Highnes, your Heires and Successor
PENN,stat-1590-e2-h,ness,highness,"e of her Subject~ , by her ",Highnes, P~clamac~on dated at Nons
PENN,stat-1590-e2-h,ness,highness,ajesties as of sundrie her ,Highnes," Subjectes , but also the "
PENN,stat-1640-e2-p2,ness,highness,nd parcell of them to your ,Highnes, from the five and twentie
PENN,stat-1640-e2-p2,ness,highness,nd parcell of them to your ,Highnes, from the said fifteenth d
PENN,stat-1640-e2-p2,ness,highness,formerly by vertue of your ,Highnes, Privy Seale . STAT-1640-E
PENN,stat-1640-e2-p2,ness,highness,nd parcell of them to your ,Highnes, from the ninth day of Aug
PENN,stat-1580-e2-p2,ness,highness,nt at this time with her ,Highenesse, Free and Generall Pardon
PENN,stat-1580-e2-p2,ness,highness,e or payed to the Queenes ,Highnesse," : STAT-1580-E2-P2,4,701."
PENN,stat-1580-e2-p2,ness,highness,d Furthermore the Queenes ,Highnesse, is contented and pleased
PENN,stat-1580-e2-p2,ness,highness,accomptant to the Queenes ,Highnesse, or to her most noble fat
PENN,stat-1580-e2-p2,ness,highness,"and at this present , her ",Highnesse," by Gods Providence , bee"
PENN,stat-1580-e2-p2,ness,highness, and Statutes of this her ,Highnesse," Realme , and thereby are"
PENN,stat-1580-e2-p2,ness,highness,e Queenes Majestie by her ,Highnesse, Letters Patents hath bef
PENN,stat-1580-e2-p2,ness,highness, as Temporall of this her ,Highnesse," Realm of England , Wales"
PENN,stat-1580-e2-p2,ness,highness, person or persons in her ,Highnesse, expresse commandement fo
PENN,stat-1580-e2-p2,ness,highness,h may be or can be by her ,Highnesse, in any wise or by any me
PENN,stat-1580-e2-p2,ness,highness,",698.24 And Therefore her ",Highnesse," , of her most gratious D"
PENN,stat-1580-e2-h,ness,readiness,"illie , upon payment , or ",readynes," or offer to paye , to the"
PENN,stat-1590-e2-h,ness,readiness,orthe appoynte and have in ,redynes," at all tymes nedefull , t"
PENN,stat-1640-e2-p2,ness,refractariness,in case of refusall or ,refractarinesse, and that the King is 
PENN,stat-1590-e2-h,ness,sickness, wherby great Infection of ,Sicknes, & dearthe of Victualles a
PENN,stat-1600-e2-h,ness,sickness,tyme of his her or theire ,Sicknesse," or Infirmitie , by force"
PENN,stat-1580-e2-h,ness,witness,inginge suche a Voucher or ,Witnes," , causinge the same to be "
PENN,stat-1580-e2-p2,ness,witness, any sufficient Testimony ,Witnesse, or Proofe yeeld & pay for
PENN,stat-1620-e2-p2,ness,witness,"ession , or proofe of one ",witnesse," , to be tipling in any In"
PENN,stat-1620-e2-p2,ness,witness, minister an Oath to such ,witnesse, or witnesses . All which 
PENN,stat-1570-e2-p2,ness,witness,nt Wytnesses ; w=ch= said ,Wytnesses, shall att the tyme of th
PENN,stat-1570-e2-p2,ness,witness, two lawfull & sufficient ,Wytnesses, ; w=ch= said Wytnesses s
PENN,stat-1580-e2-h,ness,witness,"ynge , by twoe sufficient ",Witnesses, to be p~duced and depose
PENN,stat-1580-e2-p2,ness,witness,erjury and Subornation of ,Witnesses," , and all Offences of fo"
PENN,stat-1600-e2-h,ness,witness,roved by the Oathe of Two ,Witnesses," , to be taken before any"
PENN,stat-1600-e2-p2,ness,witness,e p~ved by Two sufficient ,Witnesses, upon Oath before Two Jus
PENN,stat-1620-e2-p2,ness,witness,proved by the Oath of Two ,Witnesses, to be taken before any M
PENN,stat-1620-e2-p2,ness,witness,uppon oath by two or more ,witnesses, or by the Confession of 
PENN,stat-1620-e2-p2,ness,witness, Oath to such witnesse or ,witnesses, . All which so~mes or pe
PENN,stat-1690-e3-h,ness,dearness, one Cause of the present ,dearnesse, of Corne especially of B
PENN,stat-1660-e3-p2,ness,lewdness,e practice of Thievery and ,lewdnes, For remedy whereof Bee it
PENN,stat-1690-e3-p1,ness,readiness,Seamen which may bee in a ,Readiness, att all tymes for that S
PENN,stat-1690-e3-p1,ness,sickness,ted not being detained by ,Sicknesse, or other bodily Infirmit
PENN,stat-1690-e3-p1,ness,skilfulness,d by their Industry and ,Skilfullnesse, in theire Imployments 
PENN,stat-1670-e3-p2,ness,unseasonableness,said by reason of the ,unseasonablenesse, of the weather or ot
PENN,stat-1670-e3-p2,ness,unseasonableness,o~ed by reason of the ,unseasonablenesse, of the weather or ot
PENN,stat-1690-e3-p1,ness,witness,ffence by the Oath of one ,Witnesse," STAT-1690-E3-P1,7,608.140"
PENN,stat-1660-e3-p2,ness,witness,d by two or more credible ,witnesses," . STAT-1660-E3-P2,5,308."
PENN,stat-1660-e3-p2,ness,witness, the Oath of two credible ,Witnesses, which Oath the said Just
PENN,stat-1690-e3-p1,ness,witness,the Oath of Twoe credible ,Witnesses, to bee allowed by the Co
PENN,stat-1690-e3-p1,ness,witness,y of Two or more Credible ,Witnesses, upon Oath which Oath the
PENN,morewol-e1-h,ness,almightiness,e charge and entreteign th',almaigness, with th'only coste of 
PENN,tunstall-e1-h,ness,bountousness, shewyd so largely your ,bounteousnes, and liberalite anenst m
PENN,cromwell-e1-p2,ness,business,t bene lettyd by impertune ,busynes, ; wherfor I eftsones most
PENN,cromwell-e1-p2,ness,business,"LL-E1-P2,3.2,188.29 for my ",busynes, ys such that I $can $not 
PENN,henry-1520-e1-p1,ness,business,at yow do dayly take in my ,bysynes," and maters , desyryng yow"
PENN,morewol-e1-p2,ness,business,dering of his affeires and ,busynes, comprised in the same but
PENN,mtudor-1510-e1-p1,ness,business," , for sowche causses and ",bessynes, as I have for to do ; MTU
PENN,surety-e1-p2,ness,business,e as wee have entred thies ,busines," , so do we give you our m"
PENN,thoward-e1-p1,ness,business,ht good service about your ,busynes, in these partes ; for the
PENN,thoward-e1-p1,ness,business,yce to leave pursuytes and ,busynes," , and especially in these"
PENN,wcecil-1560-e1-p1,ness,earnestness,ee her than remiss of hir ,ernestnes," . WCECIL-1560-E1-P1,2.2,"
PENN,dacre-e1-p2,ness,gladness,"comforth , and to hym gret ",gladnes, seyng the small power we 
PENN,ambass-e1-p2,ness,goodness,r wold restore hym of his ,gooddnes," , without raunsom , to hi"
PENN,ambass-e1-p2,ness,goodness,suche a Declaration of the ,goodnes," and mercy of God , and so"
PENN,russell-e1-p2,ness,goodness,e youre lordeshipps greate ,goodnes, towardes my friende the A
PENN,russell-e1-p2,ness,goodness,r that and all other youre ,goodnes, that I have founde at you
PENN,wolsey-e1-p1,ness,goodness,ase yow of your cherytabli ,goodnes, to shew the premyses afty
PENN,wolsey-e1-p1,ness,goodness,"yon , and of his excellent ",goodnes, and cheryti consyderyng t
PENN,wolsey-e1-p2,ness,goodness,gs Hyhnes of hys excellent ,goodnes, and cheryte ys contentyd 
PENN,wolsey-e1-p2,ness,goodness, by hys nobyl and mercyful ,goodnes, delyveryd owt of extreme 
PENN,wolsey-e1-p2,ness,goodness,please the Kyngs excellent ,goodnes, by your freindly medyacio
PENN,wolsey-e1-h,ness,goodness,ighness of your excellent ,goodness," & gracious favour , to ad"
PENN,wolsey-e1-p1,ness,goodness,ith lycke thanks for your ,goodness," towards me , thes $shall "
PENN,wcecil-1560-e1-p1,ness,greatness,"Angush , by reason of the ",greatness, of the Erle Morton being
PENN,wolsey-e1-p1,ness,heaviness,eplenyssheth my herte with ,hevynes," , that I can take no rest"
PENN,wolsey-e1-p1,ness,heaviness,nedys make me in agony and ,hevynes, ; myn age therwith and sy
PENN,wolsey-e1-p2,ness,heaviness,"d , by the reason of suche ",hevynes, as I have conceyved in my
PENN,wolsey-e1-p2,ness,heaviness,n of my extreme sorowe and ,hevynes," , that the same may be to"
PENN,ambass-e1-p2,ness,highness,e wrote a Letter vnto your ,Highnes, to pray the same to bee g
PENN,ambass-e1-p2,ness,highness,NCH_KING> Pleasith it your ,Highnes, to vnderstond that the xv
PENN,ambass-e1-p2,ness,highness,nsitory lyf : of whom your ,Highnes, hath a marveilous great l
PENN,ambass-e1-p2,ness,highness,e dyd in the honor of your ,Highnes," , and never bifore was gr"
PENN,ambass-e1-p2,ness,highness,o the contentacien of your ,Highnes," , wherin our good will an"
PENN,ambass-e1-p2,ness,highness,d spokyn any thing of your ,Highnes, and what Commyssion he ha
PENN,ambass-e1-p2,ness,highness,lmighty Jh~u preserue your ,Highnes, to his pleasure and yours
PENN,bedyll-e1-h,ness,highness,uche as love not the Kings ,Highnes, and his wordly honor wer 
PENN,cromwell-e1-h,ness,highness,ed according to the Kings ,Hieghnes, sayd Lettres patents rema
PENN,cromwell-e1-h,ness,highness,"deceyved by them , yet his ",Highnes, officers and Ministres ly
PENN,cromwell-e1-p1,ness,highness,race I know that the Kings ,Highnes, wold it should be made as
PENN,cromwell-e1-p1,ness,highness, as have sued to the Kings ,Highnes," , have had veray good ans"
PENN,cromwell-e1-p1,ness,highness,7 And doubt ye not but his ,Highnes, is your gracyous and beni
PENN,cromwell-e1-p2,ness,highness,"E1-P2,3.2,187.17 The Kyngs ",Highnes, is this nyght at Amptell 
PENN,dacre-e1-p2,ness,highness,same I well perceyve yo=r= ,Highnes, regardeth not the sinistr
PENN,dacre-e1-p2,ness,highness, $unto {TEXT:doun_to} your ,Highnes, the most laudable and acc
PENN,dacre-e1-p2,ness,highness,            Pleas it your ,Highnes, to knowe I have received y
PENN,friar-e1-p1,ness,highness,send is onely of the Kyngs ,Highnes, counsell in these parties
PENN,friar-e1-p1,ness,highness,{TEXT:shalbe} to the Kyngs ,Highnes," contentation , and appara"
PENN,interview-e1-p2,ness,highness,"1,175.4 Ascertaignyng your ",Highnes, we were on Saturday last 
PENN,interview-e1-p2,ness,highness,'inestimable honor of your ,Highnes," and your said Reame , we "
PENN,lords-e1-h,ness,highness,"2,124.9 It may please your ",Highnes, not to be offended therew
PENN,lords-e1-h,ness,highness,ardone us as we trust your ,Highnes, of your most gracious dis
PENN,lords-e1-h,ness,highness,he same and all other your ,Highnes, maters we shal not faile 
PENN,marches-e1-p1,ness,highness,"HES-E1-P1,107.4 Albeit his ",highnes, and wee of his counsell d
PENN,marches-e1-p1,ness,highness,"ARCHES-E1-P1,107.5 Yet his ",highnes," , considering the faithfu"
PENN,marches-e1-p1,ness,highness,l employed . Wherefore his ,highnes, desireth you not onely to
PENN,morewol-e1-h,ness,highness,"M. Jernyngham , wherin his ",Highnes, well perceived and marked
PENN,morewol-e1-h,ness,highness,204.10 I redde also to his ,Highnes, the Lettre of M=r=. Docto
PENN,morewol-e1-h,ness,highness,rsyng of such money as his ,Highnes, shold lay owte for th'ent
PENN,morewol-e1-h,ness,highness,s in the name of the Kings ,Highnes, to the said Quene of Scot
PENN,morewol-e1-h,ness,highness,istinctely redde un to his ,Highnes, as well your Grace's Lett
PENN,morewol-e1-h,ness,highness,devised in the name of his ,Highnes," to the Quene his sister ,"
PENN,morewol-e1-h,ness,highness,"H,1.1,204.9 And veryly his ",Highnes, thinketh as your Grace wr
PENN,morewol-e1-h,ness,highness," said Lord of Surrey , his ",Highnes, therfore hartely requyret
PENN,morewol-e1-h,ness,highness,"OREWOL-E1-H,1.1,206.14 His ",Highnes, therfore commaunded me to
PENN,morewol-e1-h,ness,highness,"E1-H,1.1,204.7 Finally his ",Highnes, is of the mynde of your G
PENN,morewol-e1-h,ness,highness,"MOREWOL-E1-H,1.1,204.6 His ",Highnes, also well allowed that yo
PENN,morewol-e1-h,ness,highness,"MOREWOL-E1-H,1.1,204.5 His ",Highnes," , in your Graces Lettre d"
PENN,morewol-e1-h,ness,highness,"OREWOL-E1-H,1.1,206.13 His ",Highnes, hath also seen and signed
PENN,morewol-e1-h,ness,highness,race agayne sent un to his ,Highnes, with your moost politique
PENN,morewol-e1-h,ness,highness,"OREWOL-E1-H,1.1,209.25 His ",Highnes, thinketh hit very necessa
PENN,morewol-e1-h,ness,highness,"OREWOL-E1-H,1.1,210.26 His ",Highnes, also requyreth your Grace
PENN,morewol-e1-h,ness,highness,"aken therin , by which his ",Highnes, $shall $be {TEXT:shalbe} 
PENN,morewol-e1-h,ness,highness," of all which things , his ",Highnes, saied that he perceived w
PENN,morewol-e1-h,ness,highness,"1,205.12 I red also to his ",Highnes, the copie of your Graces 
PENN,morewol-e1-p1,ness,highness, advertised that the Kings ,Highnes, this nyght going to his s
PENN,morewol-e1-p1,ness,highness,e furtheraunce whereof his ,Highnes, considering your Grace's 
PENN,morewol-e1-p1,ness,highness,ertise your Grace that his ,Highnes, in moost hartie wise requ
PENN,morewol-e1-p1,ness,highness,"in the new , for which his ",Highnes, with hartie thanks to you
PENN,morewol-e1-p1,ness,highness,te for th'advantage of his ,Highnes, which points I shewed his
PENN,morewol-e1-p1,ness,highness,take effecte ; wherein his ,Highnes, saith that your Grace sha
PENN,morewol-e1-p2,ness,highness,ng me that after that your ,Highnes, had seene theym I shold r
PENN,morewol-e1-p2,ness,highness,"E1-P2,1.1,212.12 The Kings ",Highnes, is glad that my Lord of S
PENN,morewol-e1-p2,ness,highness,be sent ; by all which his ,Highnes, well perceiveth not onely
PENN,morewol-e1-p2,ness,highness,"OL-E1-P2,1.1,211.3 for his ",Highnes, seeth all such things as 
PENN,morewol-e1-p2,ness,highness,sented and redde un to his ,Highnes, as well your Graces Lettr
PENN,morewol-e1-p2,ness,highness,es recommendations and his ,Highnes, shewed hym selfe very gre
PENN,morewol-e1-p2,ness,highness,race shold se ; wherby his ,Highnes, shold have occasion to ac
PENN,morewol-e1-p2,ness,highness,"REWOL-E1-P2,1.1,212.18 His ",Highnes, is very sory of the plage
PENN,morewol-e1-p2,ness,highness,ught theron . Wherfore his ,Highnes, with moost harty thanks u
PENN,morewol-e1-p2,ness,highness,"P2,1.1,254.46 I shewed his ",Highnes, that your Grace thought t
PENN,morewol-e1-p2,ness,highness,and reinforcing wherof his ,Highnes, thinketh no thinge more p
PENN,morewol-e1-p2,ness,highness,"REWOL-E1-P2,1.1,212.15 His ",Highnes, also lyketh not all the b
PENN,morewol-e1-p2,ness,highness,"ettres I had brought , his ",Highnes," , perceiving Lettres in m"
PENN,tunstall-e1-p1,ness,highness,might write unto the Kings ,Highnes, to knowe his pleas=r= whe
PENN,wolsey-e1-p1,ness,highness,nes exibite from the Kyngs ,Hyghnes, shal prolong my lyff for 
PENN,wolsey-e1-p1,ness,highness,ations howe that the Kyngs ,Hyghnes," , mouyd with pity and com"
PENN,wolsey-e1-p1,ness,highness,"1.2,8.39 What ys yt to hys ",Hyhnes, to geve summe convenyent p
PENN,wolsey-e1-p1,ness,highness,nat to be dowettyd but hys ,Hyhnes, wold have consyderacon and
PENN,wolsey-e1-p2,ness,highness,oste holly . Besechyng hys ,Hyhnes, so nowe gracyously to ordy
PENN,wolsey-e1-p2,ness,highness," to have any of them , hys ",hyhnes, $shall $be {TEXT:shalbe} a
PENN,wolsey-e1-p2,ness,highness,"excellent cheryte , yf hys ",hyhnes, be myndyd I shal leve Wync
PENN,wolsey-e1-p2,ness,highness,ther my suts to the Kyng's ,Hyhnes," pleasure , mercy , pity , "
PENN,wolsey-e1-p2,ness,highness,ervys done unto the Kyng's ,hyhnes," , for the wych I have alwe"
PENN,wolsey-e1-p2,ness,highness,"to me , suche as the Kyngs ",hyhnes, of hys nobyl charite shal 
PENN,wolsey-e1-p2,ness,highness, undyrstand that the Kyngs ,Hyhnes, of hys excellent goodnes a
PENN,tunstall-e1-p1,ness,highness,~aundement from the Kings ,Highness," , or ells your Grace , ne"
PENN,wolsey-e1-h,ness,highness, to the prejudice of your ,Highness, & the Emperour . WOLSEY-E
PENN,wolsey-e1-h,ness,highness, such expectation as your ,Highness, & I have had of him . WOL
PENN,wolsey-e1-h,ness,highness,mbly I shall beseech your ,Highness," , after your noble & accu"
PENN,wolsey-e1-h,ness,highness,"ations , it may like your ",Highness, to understand that it hat
PENN,wolsey-e1-h,ness,highness,treaty of peace with your ,Highness," , have been to your conte"
PENN,wolsey-e1-h,ness,highness,"wise to avoyd , that your ",Highness, shall not only be therwit
PENN,wolsey-e1-h,ness,highness,I send herewith unto your ,Highness," , a Copy of certain Artic"
PENN,wolsey-e1-h,ness,highness,h end as shall be to your ,Highness," honor , exaltation , & be"
PENN,wolsey-e1-h,ness,highness,lf most bounden unto your ,Highness," , in that it hath pleased"
PENN,wolsey-e1-h,ness,highness,"ir former State , as your ",Highness, shall abundantly & largly
PENN,wolsey-e1-h,ness,highness,here it hath pleased your ,Highness, of your excellent goodnes
PENN,wolsey-e1-h,ness,highness, I most humbly thank your ,Highness, for that it hath pleased 
PENN,wolsey-e1-h,ness,highness,s have ben made unto your ,Highness," , consisting in two thing"
PENN,wolsey-e1-h,ness,highness,"s pardon , & also by your ",Highness," , were show'd unto your C"
PENN,wolsey-e1-h,ness,highness,most humbly to thank your ,Highness," , whome it hath pleased t"
PENN,wolsey-e1-h,ness,highness," poor service , that your ",Highness, will be as good a Lord to
PENN,wolsey-e1-h,ness,highness,"n my knees , beseech your ",Highness," to be . WOLSEY-E1-H,2.2,1"
PENN,wolsey-e1-h,ness,highness,ave percase informed your ,Highness, of some disorder that sho
PENN,interview-e1-p2,ness,highness,ontentacion of yo=r= said ,Highnesse," . INTERVIEW-E1-P2,1.1,17"
PENN,interview-e1-p2,ness,highness,ersonnall Commyng to your ,Highnesse, of $the $Emperor {TEXT:t
PENN,wolsey-e1-h,ness,highness,for the encrease of your ,Highnesses," merit , profit of your s"
PENN,morewol-e1-p2,ness,holiness,"ers going thus , the Popis ",Holynes, will not be hasty neither
PENN,wolsey-e1-h,ness,holiness,"rounde & plain , his said ",Holyness," shall alter his copie , &"
PENN,wolsey-e1-h,ness,holiness,"2.2,21.17 And albeit his ",Holynesses, demeanor in that behalf 
PENN,mtudor-1510-e1-p2,ness,kindness, sondry and many oder yowr ,kyndnes," , as wele to me as to hym"
PENN,wolsey-e1-p1,ness,kindness,"WOLSEY-E1-P1,1.2,8.38 Thys ",kyndnes, exibite from the Kyngs Hy
PENN,wolsey-e1-p1,ness,kindness,l not fayle to acquyte yor ,kyndnes," . WOLSEY-E1-P1,1.2,9.45 W"
PENN,wolsey-e1-p1,ness,kindness,"t , I shal so requyte your ",kyndnes, as ye shal haue cause to 
PENN,wolsey-e1-p1,ness,quietness,"eliff , and comfort , and ",quyetnes," of mynde . WOLSEY-E1-P1,1"
PENN,dacre-e1-p2,ness,readiness,tilmen of the countre in a ,redynes, for defence of your bordo
PENN,henry-1530-e1-p2,ness,readiness,"e the same , to putt in a ",readines, and retaine of your tenan
PENN,henry-1520-e1-p1,ness,restfulness,jectes in good quiet and ,restfullnes, dureinge the time of ou
PENN,ambass-e1-p2,ness,sadness,rson of that maturitie and ,sadness," that he was of , We reput"
PENN,henry-1520-e1-h,ness,sickness,ration of your desease and ,seknes," wolde discharge you , gevi"
PENN,wcecil-1560-e1-p1,ness,sickness, take good : warned by hir ,sicknes," , and comforted by hir re"
PENN,wolsey-e1-p1,ness,sickness,nes ; myn age therwith and ,sycknes, consyderyd . WOLSEY-E1-P1
PENN,friar-e1-p1,ness,wilfulness,man that was not yevyn to ,wilfulnes, as this fole is {to_wilf
PENN,friar-e1-p1,ness,wilfulness,lnes as this fole is {,to_wilfullness,"} , who in our opinions "
PENN,rcecil-e2-p1,ness,bitterness,"plycacons , w=th= as much ",bytternes, as {with} he hath ben ch
PENN,rich-e2-p1,ness,business,"e , his affection to our ",buisinesse," , as pleased her not a l"
PENN,hatcher-e2-p1,ness,dissoluteness,"ligence in study , than ",dissoluteness, in plays ; and also th
PENN,rcecil-e2-h,ness,doubtfulness,"rture , w=ch= kept vs in ",douptfulnes, of your safetie till by
PENN,conway-e2-h,ness,goodness,"2.3,157.24 It is your free ",goodnes, and favour to mee which o
PENN,eliz-1580-e2-p1,ness,goodness,we doubte not but by godes ,goodnes," , shall prove frustrate ,"
PENN,eliz-1590-e2-p2,ness,gratefulness," deare sonne , then the ",gratefullnes, and memorye of his serv
PENN,edmondes-e2-h,ness,greatness,"ittes , in respect of the ",greatnes," of his estate , it was do"
PENN,rich-e2-p1,ness,greatness,before the streame of his ,greatnes, and credit : thus casting
PENN,rich-e2-p1,ness,happiness,uld think it the greatest ,happines," in the world , if the suc"
PENN,rich-e2-p1,ness,happiness,ith he could not have the ,happines, to behold her person . Al
PENN,talbot-e2-p2,ness,happiness,"fite health , honor , and ",happiness," , I will for this tyme t"
PENN,rich-e2-p1,ness,happiness,e it one of the greatest ,happinesses," that could befall yow ,"
PENN,conway-e2-h,ness,highness,e unto your Grace that his ,Highnes, may soe be informed of th
PENN,conway-e2-h,ness,highness," of , for the signe of his ",Highnes, memory of me and favour t
PENN,conway-e2-h,ness,highness,"vey by your Grace , to his ",Highnes," , as humble thankfulnes a"
PENN,conway-e2-h,ness,highness,ur Grace to promise to his ,Highnes, for mee that I will not o
PENN,rich-e2-p1,ness,highness,s extreamly obliged to his ,Highnes," , and would think her sel"
PENN,rich-e2-p1,ness,highness,hey in Spaine did upon his ,Highnes," . "" RICH-E2-P1,1.3,174.43"
PENN,rich-e2-p1,ness,highness,ter which I write unto his ,Highnes," , alltogether indisposed "
PENN,rich-e2-p1,ness,highness,9 lett them knowe that his ,Highnes," had her Picture , which h"
PENN,rich-e2-p1,ness,highness,"H-E2-P1,1.3,172.17 But his ",Highnes, had observed as great a w
PENN,conway-e2-h,ness,highness, liberty and power of his ,Highness, returne and safety of his
PENN,conway-e2-h,ness,highness, were of opinion that his ,Highness, wordes and Articles must 
PENN,conway-e2-h,ness,highness,"ding to which power , his ",Highness, had concluded theise Arti
PENN,eliz-1590-e2-h,ness,kindness,the world of alteration of ,kindnes, if you had not remembered
PENN,rcecil-e2-p2,ness,kindness,estowed to many offices of ,kyndnes, vppon y=e= king nowe to d
PENN,wcecil-1580-e2-p2,ness,nearness,oth lyked and mislyked for ,nearnes, to London . WCECIL-1580-E
PENN,eliz-1570-e2-p2,ness,quietness,e for his honnor and your ,quietnes," , with contentacion both "
PENN,eliz-1580-e2-p1,ness,readiness,Lievetennauncies to be in ,readines, for defence againste any 
PENN,eliz-1580-e2-p1,ness,readiness,"his present , almoost in a ",redines," eight good shippes , frai"
PENN,rcecil-e2-h,ness,readiness, having nowe no ffleet in ,readynes, to fight w=th= them at Se
PENN,edmondes-e2-p1,ness,readiness,o haue fortie horses in a ,readiness," for him , whereby there "
PENN,rcecil-e2-h,ness,sickness,oble Lo: Burghe is dead of ,Sycknes, the xiiij=th= of this mon
PENN,wcecil-1580-e2-h,ness,sickness, except in the time of his ,sicknes," . WCECIL-1580-E2-H,2.3,25"
PENN,rich-e2-p1,ness,sickness," head , which was my late ",sickness," , I found my self , even "
PENN,rcecil-e2-p1,ness,slowness, expostulating the kinges ,slownesse, in all his promises to b
PENN,conway-e2-h,ness,thankfulness," his Highnes , as humble ",thankfulnes, as my poore heart is ca
PENN,conway-e2-h,ness,thankfulness,s you iudge my faith and ,thankfulnes," will warrant you , whic"
PENN,rich-e2-p1,ness,unfitness,I represented to her the ,unfitnesse, of the seventh article e
PENN,rich-e2-p1,ness,weakness,es had observed as great a ,weaknes," and follye as that , in t"
PENN,eliz-1580-e2-p1,ness,willingness, and allso of the greate ,willingenes, of our people in genera
PENN,rich-e2-p1,ness,witness," , "" quoth I , "" from the ",witnesse," of my owne eares . "" RICH"
